"マーケット","取引種別","価格","数量","取引手数料","ボーナス円","日時","コメント"
"xem_jpy","bid","25.76","15","0.015",,"2017-08-03 22:53:20.940984",
"xem_jpy","bid","25.7699","371","0.371",,"2017-08-03 22:53:20.940984",
"zaif_jpy","bid","0.1189","432.3","0",,"2017-08-03 22:53:46.058059",
"xem_btc","bid","0.00008025","1099","1.099",,"2017-08-04 10:14:52.288929",
"zaif_btc","bid","0.00000033","34178","0",,"2017-08-06 09:03:03.549500",
"zaif_btc","bid","0.00000034","564","0",,"2017-08-06 09:03:03.549500",
"zaif_btc","bid","0.00000034","35784","0",,"2017-08-06 09:03:03.549500",
"zaif_btc","bid","0.00000034","9918","0",,"2017-08-06 09:03:30.692924",
"zaif_btc","bid","0.00000034","1271","0",,"2017-08-06 09:04:17.568510",
"zaif_btc","bid","0.00000034","163","0",,"2017-08-06 09:05:21.397603",
"zaif_btc","bid","0.00000034","21","0",,"2017-08-06 09:07:11.781129",
"zaif_btc","bid","0.0000003","3","0",,"2017-08-06 14:21:24.810022",
"zaif_btc","bid","0.00000031","1","0",,"2017-08-06 23:09:05.800611",
"zaif_btc","bid","0.00000029","171","0",,"2017-08-11 22:04:46.707701",
"zaif_btc","bid","0.0000003","92939","0",,"2017-08-11 22:04:46.707701",
"zaif_btc","bid","0.00000032","55328","0",,"2017-08-11 22:04:46.707701",
"zaif_jpy","bid","0.1053","14.8","0",,"2017-08-13 11:53:27.181877",
"zaif_btc","bid","0.00000023","8103","0",,"2017-08-13 22:58:33.293737",
"zaif_btc","bid","0.00000051","387255","0",,"2017-08-18 11:16:04.473227",
"xem_btc","ask","0.00005805","750","0.00004354",,"2017-08-19 07:20:20.602984",
"xem_btc","ask","0.00005805","733","0.00004255",,"2017-08-19 07:20:20.602984",
"zaif_btc","bid","0.00000075","19165","0",,"2017-08-19 07:27:31.212461",
"zaif_btc","bid","0.00000075","19","0",,"2017-08-19 07:27:31.212461",
"zaif_btc","bid","0.00000083","74935","0",,"2017-08-19 07:34:45.502037",
"zaif_btc","bid","0.00000084","10320","0",,"2017-08-19 07:34:45.502037",
"zaif_btc","ask","0.0000011","909","0.000001",,"2017-08-20 13:28:08.656623",
"zaif_btc","ask","0.0000011","10000","0.000011",,"2017-08-20 13:28:08.656623",
"zaif_btc","ask","0.0000011","28550","0.0000314",,"2017-08-20 13:28:08.656623",
"zaif_btc","ask","0.0000011","26","0.00000003",,"2017-08-20 13:28:08.656623",
"pepecash_btc","bid","0.00000425","1","0.0001",,"2017-08-20 13:30:40.267232",
"zaif_btc","ask","0.0000011","20","0",,"2017-08-20 13:31:14.508055",
"zaif_btc","ask","0.0000011","10","0",,"2017-08-20 13:31:37.427770",
"zaif_btc","ask","0.0000011","141400","0",,"2017-08-20 13:31:49.822228",
"zaif_btc","ask","0.0000011","142","0",,"2017-08-20 13:31:51.639551",
"zaif_btc","ask","0.0000011","10","0",,"2017-08-20 13:31:53.604428",
"zaif_btc","ask","0.0000011","1","0",,"2017-08-20 13:31:54.409297",
"zaif_btc","ask","0.0000011","10","0",,"2017-08-20 13:32:07.954837",
"pepecash_btc","bid","0.00000425","10382","0",,"2017-08-20 13:32:21.243752",
"pepecash_btc","bid","0.00000425","2","0",,"2017-08-20 13:32:21.547440",
"pepecash_btc","bid","0.00000425","586","0.0586",,"2017-08-20 13:32:31.009406",
"pepecash_btc","bid","0.00000425","15616","1.5616",,"2017-08-20 13:32:31.009406",
"pepecash_btc","bid","0.00000425","13612","0",,"2017-08-20 13:32:41.329968",
"zaif_btc","ask","0.0000011","10","0",,"2017-08-20 13:32:50.826010",
"pepecash_btc","bid","0.00000425","6833","0",,"2017-08-20 13:34:09.809520",
"pepecash_btc","bid","0.00000425","1","0",,"2017-08-20 13:34:10.985434",
"zaif_btc","ask","0.0000011","38087","0",,"2017-08-20 13:35:55.218813",
"pepecash_btc","bid","0.00000425","5293","0.5293",,"2017-08-20 13:37:09.017698",
"pepecash_btc","bid","0.00000425","1","0.0001",,"2017-08-20 13:37:09.017698",
"pepecash_btc","bid","0.00000484","4010","0.401",,"2017-08-20 13:42:03.072482",
"zaif_btc","ask","0.0000006","327","0.0000002",,"2017-08-20 20:53:29.508240",
"zaif_btc","ask","0.0000006","255378","0.00015323",,"2017-08-20 20:53:29.508240",
"pepecash_btc","ask","0.00000322","56334","0.00001814",,"2017-08-20 20:57:32.906750",
"zaif_jpy","ask","0.3465","76711.5","0",,"2017-08-20 21:18:39.952957",
"btc_jpy","bid","447800","0.0494","0","2.2","2017-08-20 21:23:52.559685",
"btc_jpy","bid","447815","0.0099","0","0.4","2017-08-20 21:23:52.559685",
"zaif_jpy","bid","0.398","64.9","0",,"2017-08-20 21:37:51.313882",
"zaif_btc","ask","0.00000095","168758","0",,"2017-08-20 21:43:38.894404",
"zaif_btc","ask","0.00000095","10300","0",,"2017-08-20 21:49:29.513150",
"zaif_btc","bid","0.00000099","561474","0",,"2017-08-20 22:49:21.530943",
"zaif_btc","bid","0.00000099","8275","0",,"2017-08-20 22:49:51.418143",
"zaif_btc","bid","0.00000089","129","0",,"2017-08-20 23:23:16.931927",
"zaif_btc","bid","0.00000089","132074","0",,"2017-08-20 23:23:18.808356",
"zaif_btc","bid","0.00000089","776","0",,"2017-08-20 23:23:22.496227",
"zaif_btc","bid","0.00000089","42696","0",,"2017-08-20 23:27:49.541310",
"zaif_btc","bid","0.00000089","27591","0",,"2017-08-20 23:27:54.059830",
"zaif_jpy","bid","0.3955","6.6","0",,"2017-08-21 21:51:52.842267",
"zaif_jpy","ask","0.4","231906.6","0",,"2017-08-21 23:27:05.889839",
"zaif_jpy","bid","0.3699","242834.1","0",,"2017-08-21 23:42:36.013682",
"zaif_jpy","bid","0.3699","2000","0",,"2017-08-21 23:56:50.219317",
"zaif_jpy","bid","0.37","5941.4","0",,"2017-08-21 23:56:50.219317",
"zaif_jpy","bid","0.37","0.5","0",,"2017-08-21 23:58:22.915575",
"pepecash_jpy","ask","1.4999","0.4","0",,"2017-08-22 00:55:36.481116",
"pepecash_jpy","ask","1.4999","0.0493","0",,"2017-08-22 01:05:54.234724",
"zaif_jpy","ask","0.372","79189.1","0",,"2017-08-22 08:31:15.507581",
"zaif_jpy","ask","0.3805","2705.3","1.02936665",,"2017-08-22 08:32:43.938305",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:32:45.579174",
"zaif_jpy","ask","0.3805","0.7","0",,"2017-08-22 08:32:45.888838",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:32:53.503400",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:32:55.267165",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:32:59.063951",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:33:04.613613",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:33:07.992935",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:33:44.761041",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:33:50.218241",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:33:53.358688",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:33:55.536876",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:01.551573",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:07.224400",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:09.797184",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:12.205610",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:18.192550",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:21.336294",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:23.224137",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:28.487505",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:33.479240",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:38.985126",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:41.457955",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:44.486017",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:49.851221",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:50.080993",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:34:56.480881",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:35:02.640282",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:35:06.495829",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:35:08.513576",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:35:12.096073",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:35:14.592388",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:35:21.169550",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:35:26.864590",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:35:34.000380",
"zaif_jpy","ask","0.3805","16500","0",,"2017-08-22 08:36:21.478248",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:36:28.017838",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:36:32.345140",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:36:46.332170",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:36:53.561267",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:36:54.263507",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:36:59.483964",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:37:05.175149",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:37:10.868932",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:37:15.282196",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:37:19.600313",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:37:24.529545",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:37:30.517955",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:37:35.273106",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:37:40.221197",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:37:44.914565",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:37:49.939606",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:37:55.343914",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:38:00.376712",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:38:05.487204",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:38:11.756841",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:38:16.608093",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:38:22.321893",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:38:27.668526",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:38:32.540096",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:38:37.543917",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:38:41.736938",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:38:47.412886",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:38:53.293784",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:38:59.036717",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:39:05.486382",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:39:10.966871",
"zaif_jpy","ask","0.3805","22797.7","0",,"2017-08-22 08:39:11.347215",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:39:16.392837",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:39:21.599873",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:39:27.320280",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:39:32.436626",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:39:37.854760",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:39:43.021259",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:39:47.849552",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:39:52.385206",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:39:57.102508",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:40:02.502941",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:40:07.513099",
"zaif_jpy","ask","0.3805","11000","0",,"2017-08-22 08:40:10.838680",
"zaif_jpy","ask","0.3805","69","0",,"2017-08-22 08:40:15.615535",
