Date,Dealer,Exchange1,Exchange2,Type,Quantity,Limit,CommissionPaid,Price
2018/01/09,coinexchange,DOGE,SPRTS,BUY,1000000,0.001699,2.5485,1701.5485
2018/01/09,coinexchange,DOGE,SPRTS,BUY,27215529.05,0.001699,69.35877577,46308.54262
2018/01/09,coinexchange,DOGE,SPRTS,BUY,126.5222782,0.001598,0.00030327,0.20248587
2018/01/10,coinexchange,DOGE,SPRTS,SELL,52889432.1,0.00176,139.6281008,92945.7724
2018/01/10,coinexchange,BTC,DOGE,SELL,13790.48982,0.00000085,0.00001758,0.01170434
2018/01/10,coinexchange,BTC,DOGE,SELL,19763.15907,0.00000085,0.0000252,0.01677349
2018/01/10,coinexchange,BTC,DOGE,SELL,3000,0.00000085,0.00000383,0.00254617
2018/01/10,coinexchange,BTC,DOGE,SELL,8000,0.00000085,0.0000102,0.0067898
2018/01/10,coinexchange,BTC,DOGE,SELL,7900,0.00000085,0.00001007,0.00670493
2018/01/10,coinexchange,BTC,DOGE,SELL,40492.12351,0.00000085,0.00005163,0.03436667
2018/01/10,liqui,BTC,SRN,BUY,351.3629886,0.000175,-3.005E-09,0.06148852
2018/01/10,liqui,BTC,SRN,BUY,90.83929707,0.000175,3.01275E-09,0.01589688
2018/01/12,liqui,BTC,SRN,SELL,139.6419094,0.00014453,4.83442E-09,0.02018245
2018/01/12,liqui,BTC,SRN,SELL,77.92247387,0.00014407,-8.10451E-10,0.01122629
2018/01/12,liqui,BTC,SRN,SELL,26.87544779,0.00014407,4.23689E-09,0.00387195
2018/01/12,liqui,BTC,SRN,SELL,9.10843592,0.00014407,-2.36299E-09,0.00131225
2018/01/12,liqui,BTC,SRN,SELL,24.72370795,0.00014407,-4.60436E-09,0.00356194
2018/01/12,liqui,BTC,SRN,SELL,128.7881262,0.00014407,4.65837E-09,0.01855451
2018/01/12,liqui,BTC,SRN,SELL,5.19007815,0.00014407,-4.55907E-09,0.00074773
2018/01/12,liqui,BTC,SRN,SELL,87.74982075,0.00014307,3.1453E-09,0.01255437
2018/01/12,cryptopia,BTC,DBIX,BUY,38.73468416,0.0018003,0.00013947,0.069734
2018/01/23,bittrex,USDT,ZEC,SELL,0.008,454,0.00908,3.632
2018/01/24,bittrex,USDT,XRP,BUY,3.079193,1.346,0.01036148,4.14459377
2018/01/26,bittrex,USDT,XRP,SELL,300,1.2731,0.95482499,381.93
2018/01/26,bittrex,USDT,BTC,BUY,0.03347089,11353.82957,0.95005695,380.0227807
2018/01/26,bittrex,BTC,DOGE,BUY,49099.67846,0.00000068,0.00008345,0.03338777
2018/01/26,cryptopia,BTC,DBIX,BUY,16.087673,0.00123992,0.00003989,0.019947
2018/01/26,cryptopia,BTC,DOGE,SELL,49097.67846,0.00000066,0.00006481,0.032404
